"Bug Report ID","Ranks-unsorted (Query-Bug Report)","Ranks (Query-Bug Report)","Files (Query-Bug Report)","Ranks-unsorted (Query Replacement)","Ranks (Query Replacement)","Files (Query Replacement)","Ranks-unsorted (Query Expansion 1)","Ranks (Query Expansion 1)","Files (Query Expansion 1)"
"55","[2, 5]","[2, 5]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-55/app/src/main/java/com/fieldbook/tracker/traits/MultiCatTraitLayout.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-55/app/src/main/java/com/fieldbook/tracker/traits/CategoricalTraitLayout.java]","[16, 10]","[10, 16]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-55/app/src/main/java/com/fieldbook/tracker/traits/MultiCatTraitLayout.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-55/app/src/main/java/com/fieldbook/tracker/traits/CategoricalTraitLayout.java]","[5, 8]","[5, 8]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-55/app/src/main/java/com/fieldbook/tracker/traits/MultiCatTraitLayout.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-55/app/src/main/java/com/fieldbook/tracker/traits/CategoricalTraitLayout.java]"
"56","[1]","[1]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-56/app/src/main/java/com/fieldbook/tracker/traits/LabelPrintTraitLayout.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-56/app/src/main/java/com/fieldbook/tracker/traits/LabelPrintTraitLayout.java]","[1]","[1]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-56/app/src/main/java/com/fieldbook/tracker/traits/LabelPrintTraitLayout.java]"
"71","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-71/app/src/main/java/fr/neamar/kiss/forwarder/ExperienceTweaks.java]","[4]","[4]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-71/app/src/main/java/fr/neamar/kiss/forwarder/ExperienceTweaks.java]","[4]","[4]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-71/app/src/main/java/fr/neamar/kiss/forwarder/ExperienceTweaks.java]"
"76","[2, 1]","[1, 2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-76/app/src/main/java/com/genonbeta/TrebleShot/adapter/FileListAdapter.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-76/app/src/main/java/com/genonbeta/TrebleShot/fragment/FileListFragment.java]","[43, 28]","[28, 43]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-76/app/src/main/java/com/genonbeta/TrebleShot/adapter/FileListAdapter.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-76/app/src/main/java/com/genonbeta/TrebleShot/fragment/FileListFragment.java]","[11, 5]","[5, 11]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-76/app/src/main/java/com/genonbeta/TrebleShot/adapter/FileListAdapter.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-76/app/src/main/java/com/genonbeta/TrebleShot/fragment/FileListFragment.java]"
"84","[9, 41]","[9, 41]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-84/ultrasonic/src/main/java/org/moire/ultrasonic/util/Util.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-84/ultrasonic/src/main/java/org/moire/ultrasonic/util/Constants.java]","[11, 38]","[11, 38]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-84/ultrasonic/src/main/java/org/moire/ultrasonic/util/Util.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-84/ultrasonic/src/main/java/org/moire/ultrasonic/util/Constants.java]","[8, 42]","[8, 42]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-84/ultrasonic/src/main/java/org/moire/ultrasonic/util/Util.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-84/ultrasonic/src/main/java/org/moire/ultrasonic/util/Constants.java]"
"87","[5]","[5]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-87/ultrasonic/src/main/java/org/moire/ultrasonic/util/BackgroundTask.java]","[94]","[94]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-87/ultrasonic/src/main/java/org/moire/ultrasonic/util/BackgroundTask.java]","[47]","[47]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-87/ultrasonic/src/main/java/org/moire/ultrasonic/util/BackgroundTask.java]"
"92","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-92/app/src/main/java/com/vrem/wifianalyzer/vendor/model/VendorDB.java]","[85]","[85]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-92/app/src/main/java/com/vrem/wifianalyzer/vendor/model/VendorDB.java]","[17]","[17]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-92/app/src/main/java/com/vrem/wifianalyzer/vendor/model/VendorDB.java]"
"106","[97, 55]","[55, 97]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-106/app/src/main/java/com/poupa/vinylmusicplayer/util/FileUtil.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-106/app/src/main/java/com/poupa/vinylmusicplayer/loader/SongLoader.java]","[114, 125]","[114, 125]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-106/app/src/main/java/com/poupa/vinylmusicplayer/util/FileUtil.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-106/app/src/main/java/com/poupa/vinylmusicplayer/loader/SongLoader.java]","[106, 86]","[86, 106]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-106/app/src/main/java/com/poupa/vinylmusicplayer/util/FileUtil.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-106/app/src/main/java/com/poupa/vinylmusicplayer/loader/SongLoader.java]"
"110","[13]","[13]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-110/app/src/main/java/com/poupa/vinylmusicplayer/provider/Discography.java]","[58]","[58]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-110/app/src/main/java/com/poupa/vinylmusicplayer/provider/Discography.java]","[33]","[33]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-110/app/src/main/java/com/poupa/vinylmusicplayer/provider/Discography.java]"
"117","[16]","[16]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-117/app/src/main/java/openfoodfacts/github/scrachx/openfood/views/product/nutrition/NutritionProductFragment.java]","[10]","[10]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-117/app/src/main/java/openfoodfacts/github/scrachx/openfood/views/product/nutrition/NutritionProductFragment.java]","[11]","[11]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-117/app/src/main/java/openfoodfacts/github/scrachx/openfood/views/product/nutrition/NutritionProductFragment.java]"
"128","[5, 18, 7]","[5, 7, 18]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Utilities/Settings.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Activities/MainActivity.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Activities/SettingsActivity.java]","[16, 2, 3]","[2, 3, 16]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Utilities/Settings.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Activities/MainActivity.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Activities/SettingsActivity.java]","[10, 4, 2]","[2, 4, 10]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Utilities/Settings.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Activities/MainActivity.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-128/app/src/main/java/org/shadowice/flocke/andotp/Activities/SettingsActivity.java]"
"129","[4]","[4]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-129/app/src/main/java/org/shadowice/flocke/andotp/Dialogs/ManualEntryDialog.java]","[1]","[1]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-129/app/src/main/java/org/shadowice/flocke/andotp/Dialogs/ManualEntryDialog.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-129/app/src/main/java/org/shadowice/flocke/andotp/Dialogs/ManualEntryDialog.java]"
"130","[1]","[1]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-130/app/src/main/java/org/shadowice/flocke/andotp/Activities/IntroScreenActivity.java]","[1]","[1]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-130/app/src/main/java/org/shadowice/flocke/andotp/Activities/IntroScreenActivity.java]","[1]","[1]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-130/app/src/main/java/org/shadowice/flocke/andotp/Activities/IntroScreenActivity.java]"
"135","[5, 69, 18, 79]","[5, 18, 69, 79]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/category/SubCategoryListFragment.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoriesRenderer.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoryFragment.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoriesAdapterFactory.java]","[7, 58, 10, 41]","[7, 10, 41, 58]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/category/SubCategoryListFragment.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoriesRenderer.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoryFragment.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoriesAdapterFactory.java]","[6, 56, 12, 42]","[6, 12, 42, 56]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/category/SubCategoryListFragment.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoriesRenderer.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoryFragment.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-135/app/src/main/java/fr/free/nrw/commons/explore/categories/SearchCategoriesAdapterFactory.java]"
"158","[2, 1]","[1, 2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-158/AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-158/AnkiDroid/src/main/java/com/ichi2/themes/Themes.java]","[1, 145]","[1, 145]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-158/AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-158/AnkiDroid/src/main/java/com/ichi2/themes/Themes.java]","[1, 71]","[1, 71]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-158/AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-158/AnkiDroid/src/main/java/com/ichi2/themes/Themes.java]"
"159","[4]","[4]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-159/AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-159/AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-159/AnkiDroid/src/main/java/com/ichi2/anki/CardBrowser.java]"
"160","[4]","[4]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-160/AnkiDroid/src/main/java/com/ichi2/anki/Reviewer.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-160/AnkiDroid/src/main/java/com/ichi2/anki/Reviewer.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-160/AnkiDroid/src/main/java/com/ichi2/anki/Reviewer.java]"
"162","[5]","[5]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-162/k9mail/src/main/java/com/fsck/k9/activity/setup/AccountSetupBasics.java]","[4]","[4]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-162/k9mail/src/main/java/com/fsck/k9/activity/setup/AccountSetupBasics.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-162/k9mail/src/main/java/com/fsck/k9/activity/setup/AccountSetupBasics.java]"
"168","[144]","[144]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-168/main/src/cgeo/geocaching/maps/MapProviderFactory.java]","[183]","[183]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-168/main/src/cgeo/geocaching/maps/MapProviderFactory.java]","[139]","[139]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-168/main/src/cgeo/geocaching/maps/MapProviderFactory.java]"
"191","[3, 1]","[1, 3]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-191/app/src/main/java/ch/logixisland/anuto/business/control/TowerInserter.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-191/app/src/main/java/ch/logixisland/anuto/view/game/TowerView.java]","[13, 10]","[10, 13]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-191/app/src/main/java/ch/logixisland/anuto/business/control/TowerInserter.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-191/app/src/main/java/ch/logixisland/anuto/view/game/TowerView.java]","[12, 3]","[3, 12]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-191/app/src/main/java/ch/logixisland/anuto/business/control/TowerInserter.java, /Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-191/app/src/main/java/ch/logixisland/anuto/view/game/TowerView.java]"
"192","[28]","[28]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-192/app/src/main/java/net/gsantner/markor/activity/DocumentEditFragment.java]","[2]","[2]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-192/app/src/main/java/net/gsantner/markor/activity/DocumentEditFragment.java]","[3]","[3]","[/Users/sagelab/Documents/Projects/BugLocalization/BuggyProjects/bug-192/app/src/main/java/net/gsantner/markor/activity/DocumentEditFragment.java]"
